Home,0.007733,0.020615,0.000000,0.000000,-0.009982,0.999950,0.000000
F111,-1.969665,-0.033046,0.000000,0.000000,-0.086860,0.996221,43.000000
F222,-0.073990,-1.915649,0.000000,0.000000,0.694562,0.719433,79.000000
